Brand,Series,Thickness,Weight,Operating System,Display Size,Display Touchscreen,Processor,Graphic Processor,RAM_Capacity_GB,RAM Type,SSD Capacity,HDD Capacity,Battery Capacity,Fingerprint scanner,Price (Rs)
HP,Pavilion Gaming,23.4,2.23,Windows 10 Home Basic,15.6,No,intel core i7-11370h (11th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,No,91990.0
HP,Pavilion,25.4,2.17,Windows 10 Home Basic,15.6,No,intel core i5-8300h (8th gen),nvidia geforce gtx 1050,8.0,DDR4,,1.0,,No,69990.0
Asus,Zenbook 14,16.0,1.4,Windows 11 Home Basic,14.0,Yes,amd ryzen 5 5600h,amd radeon,16.0,DDR4,512.0,,63.0,Yes,91990.0
Lenovo,,22.7,1.85,DOS,15.6,No,amd dual core ryzen 3 3250u,amd radeon,4.0,DDR4,,1.0,,No,29990.0
Apple,MacBook Pro,80.0,1.63,macOS Ventura,14.2,No,apple m2 max,apple m2 max,32.0,,1.0,,,,280494.0
MSI,Katana GF66,25.0,2.25,Windows 11 Home Basic,15.6,No,intel core i7-12650h (12th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,119527.0
Asus,ROG Strix G,26.5,2.85,Windows 10 Home Basic,17.3,No,intel core i7-9750h (9th gen),nvidia geforce gtx 1650,8.0,DDR4,1.0,,,No,88990.0
HP,Pavilion,17.9,1.85,Windows 10 Home Basic,15.6,No,intel core i7-1065g7 (10th gen),nvidia geforce mx250,8.0,DDR4,256.0,1.0,,No,84503.0
Asus,ZenBook S13,14.9,1.1,Windows 11 Home Basic,13.3,Yes,amd hexa core ryzen 5 - 6600u,amd radeon,16.0,LPDDR5,512.0,,,Yes,69990.0
MSI,,29.0,2.2,Windows 10,15.6,No,intel core i7-7700hq (7th gen),nvidia geforce gtx 1050,16.0,DDR4,128.0,1.0,,No,109990.0
Dell,Inspiron 15,22.7,2.2,Windows 10 Home Basic,15.6,No,intel core i5- 8250u (8th gen),amd radeon 530,4.0,DDR4,16.0,2.0,,No,54990.0
Asus,VivoBook 14,20.0,1.6,Windows 11 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel uhd,8.0,DDR4,512.0,,,,48990.0
HP,Omen,23.5,2.39,Windows 11 Home Basic,16.1,No,intel core i7-14700hx (14th gen),nvidia geforce rtx 4060,16.0,DDR5,1.0,,83.0,,136990.0
Dell,Inspiron 15,19.0,1.85,Windows 11,15.6,No,intel core i5-1135g7 (11th gen),intel integrated,8.0,DDR4,256.0,1.0,,No,52499.0
Acer,Aspire 3,,1.78,Windows 11 Home Basic,15.6,No,amd quad core ryzen 5-7520u,amd radeon,8.0,LPDDR5,512.0,,,,32500.0
HP,Pavilion,17.9,2.29,Windows 11 Home Basic,15.6,No,intel core i5-1235u (12th gen),nvidia geforce mx550,16.0,DDR4,512.0,,41.0,Yes,84500.0
Lenovo,V15,19.9,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,38.0,,33970.0
Gigabyte,,31.8,2.18,Windows 11 Home Basic,15.6,No,intel core i5-11400h (11th gen),nvidia geforce rtx 3060,16.0,DDR4,512.0,,,No,89990.0
Lenovo,,20.0,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,No,32990.0
HP,Omen,20.0,2.24,Windows 10 Home Basic,15.6,No,intel core i9-9880h (9th gen),nvidia geforce rtx 2080,16.0,DDR4,512.0,1.0,69.0,No,228376.0
MSI,Modern 15,20.0,1.7,Windows 11,15.6,No,intel core i7-1255u (12th gen),intel iris xe,16.0,DDR4,512.0,,,,60109.0
Dell,Latitude 14,20.0,1.67,Windows 10 Home Basic,14.0,No,intel core i5 (8th gen),intel uhd,8.0,DDR4,,1.0,,No,59990.0
Asus,ROG Zephyrus M16,19.9,1.9,Windows 10 Home Basic,16.0,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3050 ti,16.0,DDR4,1.0,,,Yes,98999.0
Asus,ROG Flow X13,16.9,1.3,Windows 11 Home Basic,13.4,Yes,amd octa core ryzen 7 - 6800hs,amd radeon,16.0,LPDDR5,1.0,,,Yes,121990.0
MSI,,15.9,1.29,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,No,74990.0
HP,245,19.9,1.52,Windows 10 Professional,14.0,No,amd quad core ryzen 5 2500u,amd radeon vega 8,8.0,DDR4,,1.0,,No,41990.0
Dell,Inspiron 13,20.4,1.62,Windows 10 Home Basic,13.3,Yes,intel core i5-8250u (8th gen),intel uhd 620,8.0,DDR4,,1.0,,No,69608.0
Lenovo,,20.0,1.6,DOS,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe graphics,8.0,DDR4,512.0,,,,35800.0
Asus,ROG Strix G16,30.4,2.5,Windows 11 Home Basic,16.0,No,intel core i7-13650hx (13th gen),nvidia geforce rtx 4050,16.0,DDR5,1.0,,,,115990.0
HP,Pavilion,17.0,1.41,Windows 11 Home Basic,14.0,No,intel core i7-1195g7 (11th gen),intel iris xe,16.0,DDR4,1.0,,,Yes,77999.0
HP,Omen,24.5,2.2,Windows 10 Home Basic,15.6,No,intel core i7-7700hq (7th gen),nvidia geforce gtx 1050 ti,8.0,DDR4,128.0,1.0,,No,103245.0
Acer,Nitro 5,26.9,2.7,Windows 10 Home Basic,17.3,No,intel core i7-9750h (9th gen),nvidia geforce gtx 1650,8.0,DDR4,256.0,1.0,,No,74990.0
Lenovo,Yoga 520,,2.4,Windows 10 Home Basic,14.0,Yes,intel core i3-7130u (7th gen),nvidia geforce gt 940mx,8.0,DDR4,,1.0,,Yes,51990.0
Lenovo,,20.0,1.85,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,256.0,,,No,32850.0
Lenovo,Thinkpad,19.0,1.59,Windows 11 Home Basic,14.0,No,intel core i7-1255u (12th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,86000.0
Fujitsu,UH-X,16.0,1.0,Windows 11 Home Basic,13.3,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,Yes,74590.0
Asus,ZenBook Pro Duo,24.0,2.5,Windows 10 Home Basic,14.0,Yes,intel core i9-10980hk (10th gen),nvidia geforce rtx 2060,32.0,DDR4,1.0,,,No,269990.0
Dell,Inspiron 15,16.9,1.68,Windows 11 Home Basic,15.6,No,amd dual core ryzen 3-3250u,amd radeon,8.0,DDR4,256.0,,,,36690.0
Asus,FX,30.0,2.5,DOS,15.6,No,intel core i5-7300hq (7th gen),nvidia geforce gtx 1050,8.0,DDR4,,1.0,,No,73990.0
Acer,Aspire 3,19.9,1.9,Windows 10 Home Basic,15.6,No,intel core i5-1035g1 (10th gen),nvidia geforce gtx mx330,4.0,DDR4,,1.0,,No,44789.0
Lenovo,Thinkpad,21.0,1.77,Windows 10 Home Basic,14.0,No,intel core i3-10110u (10th gen),intel uhd graphics,8.0,DDR4,256.0,,,,50999.0
Asus,VivoBook Go,17.9,1.38,Windows 11 Home Basic,14.0,No,amd quad core ryzen 3 - 7320u,amd radeon,8.0,LPDDR5,512.0,,42.0,,29990.0
Lenovo,Ideapad,22.9,2.2,Windows 10 Home Basic,15.6,No,intel core i7-8550u (8th gen),nvidia geforce mx150,8.0,DDR4,,2.0,,No,71990.0
Asus,VivoBook 15,26.0,3.0,Windows 11 Home Basic,15.6,No,intel core i3-1220p (12th gen),intel iris xe,8.0,DDR4,512.0,,,Yes,48390.0
Lenovo,,19.9,1.6,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,256.0,,,No,35499.0
Lenovo,Yoga 6,75.0,1.3,Windows 11 Home Basic,13.3,Yes,amd hexa core ryzen 5 - 7530u,amd radeon,16.0,LPDDR4X,512.0,,,Yes,75390.0
MSI,,24.5,2.4,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce rtx 2060,16.0,DDR4,256.0,1.0,41.0,No,144990.0
Asus,VivoBook 14,19.9,1.6,Windows 11 Home Basic,14.0,No,intel core i5-1035g1 (10th gen),intel uhd,16.0,DDR4,512.0,,,Yes,49490.0
Acer,Nitro V,23.5,2.1,Windows 11 Home Basic,15.6,No,intel core i5-13420h (13th gen),nvidia geforce rtx 3050,16.0,DDR5,512.0,,57.0,,79990.0
HP,ENVY 15,18.9,2.04,Windows 10 Home Basic,15.6,Yes,amd quad core ryzen 5 2500u,amd radeon vega 8,8.0,DDR4,512.0,,,No,135008.0
Acer,Aspire,19.9,1.59,Windows 11 Home Basic,15.6,No,intel core i5-1235u (12th gen),intel iris xe,16.0,DDR4,512.0,,36.0,,42900.0
Asus,VivoBook Gaming,21.9,2.14,Windows 10 Home Basic,15.6,No,intel core i5-9300h (9th gen),nvidia geforce gtx 1650,8.0,DDR4,256.0,1.0,,Yes,57990.0
Lenovo,,,1.7,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,No,33990.0
Dell,,18.2,1.85,Windows 11 Home Basic,16.0,No,intel core i5-1340p (13th gen),intel iris xe,16.0,LPDDR5,512.0,,,,61390.0
Lenovo,Thinkpad,19.0,1.69,Windows 10 Home Basic,14.0,No,intel core i3-10110u (10th gen),intel uhd,4.0,DDR4,,1.0,,No,38490.0
Acer,Predator Helios 300,22.9,2.3,Windows 11 Home Basic,15.6,No,intel core i9- 11900h (11th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,134999.0
Lenovo,Ideapad,22.9,2.2,Windows 10 Home Basic,15.6,No,intel core i7-8750h (8th gen),nvidia geforce gtx 1050,8.0,DDR4,16.0,1.0,,No,72533.0
Dell,Inspiron 14,19.7,,Windows 10 Home Basic,14.0,Yes,intel core i3-8145u (8th gen),nvidia geforce mx130,8.0,DDR4,,1.0,,Yes,45990.0
Dell,,24.9,2.55,Windows 11 Home Basic,15.6,,amd octa core ryzen 7-5800h,nvidia geforce rtx 3060,16.0,DDR4,512.0,,,,104990.0
Lenovo,,19.0,1.85,DOS,15.6,No,amd dual core athlon 3050u,amd radeon,4.0,DDR4,,1.0,,No,30000.0
MSI,Creator M16,23.9,2.26,Windows 11 Home Basic,16.0,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3050 ti,16.0,DDR4,512.0,,,,83500.0
Dell,Inspiron 14,18.3,1.5,Windows 10 Home Basic,14.0,Yes,intel core i5-1135g7 (11th gen),nvidia geforce mx350,16.0,DDR4,512.0,,,No,81890.0
Lenovo,ThinkBook,17.9,1.5,DOS,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,Yes,38999.0
Acer,Aspire,28.4,2.3,Windows 10 Home Basic,15.6,No,intel core i5-7200u (7th gen),nvidia geforce 940mx,8.0,DDR4,,2.0,,No,63999.0
HP,,17.9,1.46,Windows 10 Home Basic,14.0,No,intel core i7-1165g7 (11th gen),intel iris x,8.0,DDR4,512.0,,,No,72999.0
Dell,Inspiron 15,48.0,1.8,Windows 11 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),nvidia geforce mx350,8.0,DDR4,256.0,1.0,,No,58990.0
Lenovo,,20.0,1.85,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,256.0,,,No,32870.0
Lenovo,Yoga 7i,18.0,1.4,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,No,79990.0
Acer,Aspire 5,,1.78,Windows 11 Home Basic,15.6,No,intel core i3-1315u (13th gen),intel uhd,8.0,LPDDR5,512.0,,,No,35490.0
Asus,Zenbook 14,14.0,1.22,Windows 10 Home Basic,14.0,No,amd octa core ryzen 7 5700u,amd radeon,16.0,DDR4,512.0,,67.0,No,69990.0
Coconics,Enabler,16.0,2.2,Ubuntu,11.6,No,intel celeron dual core - n4000,intel uhd graphics 600,4.0,LPDDR4,128.0,,,,18463.0
HP,Omen,23.0,2.35,Windows 11 Home Basic,16.1,No,amd octa core ryzen 7 - 6800h,nvidia geforce rtx 3050,16.0,DDR5,512.0,,,No,86390.0
Asus,ZenBook 13,16.9,1.19,Windows 10 Home Basic,13.3,No,intel core i5-8265u (8th gen),nvidia geforce mx150,8.0,DDR3,512.0,,,No,79990.0
Asus,TUF,26.0,2.2,Windows 10 Home Basic,15.6,No,intel core i7-8750h (8th gen),nvidia geforce gtx 1060,16.0,DDR4,256.0,1.0,,No,119990.0
HP,Spectre x360,16.9,1.36,Windows 11 Home Basic,13.5,Yes,intel core i7-1255u (12th gen),intel iris xe,16.0,LPDDR4X,512.0,,,Yes,132990.0
Asus,Vivobook,18.9,1.8,Windows 11 Home Basic,16.0,No,intel core i5-12450h (12th gen),nvidia geforce rtx 2050,8.0,DDR4,512.0,,,Yes,61990.0
Acer,Aspire 3,18.9,1.7,Windows 11 Home Premium,15.6,No,intel core i3-n305 (12th gen),intel uhd,8.0,LPDDR5,512.0,,,,32999.0
Dell,Inspiron 15,18.9,1.85,Windows 11 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel uhd,8.0,DDR4,512.0,,,,47990.0
Apple,MacBook Pro,15.5,2.65,macOS Sonoma,14.2,No,apple m3 pro,apple 18-core gpu,18.0,,1.0,,,,289900.0
Asus,ZenBook 13,16.9,1.19,Windows 10 Home Basic,13.3,No,intel core i5-8265u (8th gen),intel uhd 620,8.0,DDR3,256.0,,,No,69990.0
Apple,MacBook Pro,15.5,1.55,macOS Sonoma,14.0,No,apple m3,,8.0,,512.0,,,,289900.0
HP,250,19.9,1.74,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,43499.0
Dell,Inspiron 14,18.0,1.4,Windows 10 Home Basic,14.0,No,intel core i7-1165g7 (11th gen),nvidia geforce mx350,8.0,DDR4,512.0,,,Yes,77850.0
MSI,,21.7,1.86,Windows 10 Home Basic,15.6,No,intel core i5-10300h (10th gen),nvidia geforce gtx 1650 ti max-q,8.0,DDR4,512.0,,,No,82990.0
Dell,Inspiron 14,16.0,1.35,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),nvidia geforce mx350,16.0,DDR4,512.0,,,No,89790.0
Acer,Aspire E,30.2,2.23,Windows 10 Home Basic,15.6,No,amd quad core a10-9600p,amd radeon r5,4.0,DDR4,,1.0,,No,30990.0
Lenovo,Yoga 6,17.0,1.37,Windows 11 Home Basic,13.3,Yes,amd octa core ryzen 7 - 5700u,amd radeon graphics,16.0,LPDDR4X,512.0,,,Yes,77990.0
Lenovo,Yoga Book,19.9,1.7,Windows 10 Home Basic,14.0,No,intel core i3-8130u (8th gen),intel uhd 620,4.0,DDR4,,1.0,,No,45282.0
Dell,Inspiron 15,21.0,1.65,Windows 11 Home Basic,15.6,No,intel core i3-1215u (12th gen),intel uhd,8.0,DDR4,512.0,,,No,42999.0
Dell,Inspiron 13,15.6,1.25,Windows 11 Home Basic,13.3,No,intel core i7-1260p (12th gen),intel uhd,16.0,LPDDR5,512.0,,,Yes,89990.0
Acer,Aspire Vero,17.9,1.5,Windows 11 Home Basic,14.0,No,intel core i5-1335u (13th gen),intel iris xe,16.0,LPDDR4X,512.0,,,Yes,50990.0
HP,Pavilion Power,24.1,2.18,Windows 10 Home Basic,15.6,No,intel core i7-7700hq (7th gen),nvidia geforce gtx 1050,8.0,DDR4,128.0,1.0,,No,95257.0
Asus,ROG Zephyrus M16,20.0,2.0,Windows 11 Home Basic,16.0,,intel core i9-12900h (12th gen),nvidia geforce rtx 3070 ti,32.0,DDR4,1.0,,,,241990.0
Asus,ROG Zephyrus G14,18.0,1.6,Windows 10 Home Basic,14.0,No,amd octa core ryzen 7-5800hs,nvidia geforce rtx 3050,8.0,DDR4,1.0,,76.0,Yes,108990.0
HP,,17.9,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,No,35699.0
Asus,ROG Strix G18,11.0,3.0,Windows 11 Home Basic,18.0,No,intel core i7-13650hx (13th gen),nvidia geforce rtx 4060,16.0,DDR5,1.0,,,,179990.0
Dell,Inspiron 15,18.0,1.6,Windows 10 Home Basic,15.6,No,intel core i7-1165g7 (11th gen),nvidia geforce mx330,8.0,DDR4,512.0,,,No,80250.0
Asus,Zenbook Flip,11.9,1.3,Windows 10 Home Basic,13.3,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,LPDDR4X,512.0,,,,79988.0
Lenovo,Yoga 7i,17.0,1.42,Windows 11 Home Basic,14.0,Yes,intel core i7-1260p (12th gen),intel iris xe,16.0,LPDDR5,512.0,,,,109990.0
Lenovo,Legion,20.0,2.25,Windows 10 Home Basic,15.6,No,intel core i7-10875h (10th gen),nvidia geforce rtx 2080 super max-q,16.0,DDR4,1.0,,,No,121590.0
Dell,Latitude 13,20.0,1.24,Windows 10 Professional,13.3,No,intel core i5-8265u (8th gen),intel uhd,8.0,DDR4,256.0,,,No,74750.0
Dell,Vostro,16.1,1.67,Windows 10 Home Basic,14.0,No,intel core i5-8250u (8th gen),amd radeon 530,8.0,DDR4,128.0,1.0,,No,74529.0
HP,Spectre x360,13.6,1.26,Windows 10 Professional,13.3,Yes,intel core i5-8250u (8th gen),intel uhd 620,8.0,LPDDR3,360.0,,,No,119490.0
Dell,,26.9,2.51,Windows 11,15.6,No,amd octa core ryzen 7 - 6800h,nvidia geforce rtx 3050,16.0,DDR5,512.0,,,,81990.0
Apple,MacBook Pro,16.8,2.2,macOS Monterey,16.2,No,apple m1 max,apple m1,32.0,,1.0,,,,308990.0
MSI,Katana 15,80.0,2.25,Windows 11 Home Basic,15.6,No,intel core i7-12650h (12th gen),nvidia geforce rtx 3050,16.0,DDR5,512.0,,53.5,,91990.0
Dell,,26.9,3.31,Windows 11 Home Basic,15.6,No,intel core i5-13450hx (13th gen),nvidia geforce rtx 3050,8.0,DDR5,512.0,,56.0,,66990.0
Asus,Zenbook 14,16.0,1.4,Windows 11 Home Basic,14.0,Yes,amd ryzen 7 5800h,amd radeon,16.0,DDR4,1.0,,,Yes,112990.0
MSI,Katana 17,25.2,2.6,Windows 11 Home Basic,17.3,No,intel core i7-12650h (12th gen),nvidia geforce rtx 4070,16.0,DDR5,1.0,,,,124990.0
Dell,Inspiron 14,18.5,1.57,Windows 11 Home Basic,14.0,Yes,intel core i7-1255u (12th gen),nvidia geforce mx550,16.0,DDR4,512.0,,,Yes,103990.0
Asus,TUF Gaming A15,24.9,2.3,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 4800h,nvidia geforce rtx 3050,8.0,DDR4,512.0,,90.0,No,69999.0
Dell,Inspiron 15,20.0,1.83,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,1.0,,No,44894.0
HP,Envy 14,17.9,1.49,Windows 10 Home Basic,14.0,No,intel core i7-1165g7 (11th gen),nvidia geforce gtx 1650 ti max-q,16.0,DDR4,1.0,,,Yes,78990.0
MSI,,23.9,2.25,Windows 10 Home Basic,15.6,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3050 ti,16.0,DDR4,512.0,,,No,108990.0
Asus,VivoBook 14,19.9,1.5,Windows 11,14.0,No,intel core i5-1240p (12th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,59990.0
Lenovo,Thinkpad,19.0,1.59,Windows 11 Home Basic,14.0,No,intel core i7-1255ug4 (12th gen),intel iris xe,16.0,DDR4,1.0,,,Yes,91000.0
Lenovo,Ideapad,18.0,1.6,Windows 11 Home Basic,15.6,No,amd dual core ryzen 3-3250u,amd radeon graphics,8.0,DDR4,512.0,,,,32990.0
Lenovo,Ideapad,24.9,2.2,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 4800h,nvidia geforce gtx 1650 ti,8.0,DDR4,256.0,1.0,,No,70990.0
Acer,Aspire,18.0,1.9,Windows 10 Home Basic,15.6,No,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,512.0,,,No,68990.0
Lenovo,Thinkpad,19.0,1.69,Windows 10 Home Basic,14.0,No,intel core i7-10510u (10th gen),amd radeon rx640,16.0,DDR4,512.0,,,No,89990.0
Dell,XPS,15.0,1.2,Windows 10 Home Basic,13.3,Yes,intel core i5-1135g7 (11th gen),intel iris xe,8.0,LPDDR4X,512.0,,,No,109606.0
Asus,ZenBook 13,16.9,1.19,Windows 10 Home Basic,13.3,No,intel core i7-8565u (8th gen),nvidia geforce mx150,8.0,DDR3,512.0,,,No,89990.0
Lenovo,Ideapad,17.9,1.65,Windows 10 Home Basic,14.0,Yes,intel core i3-8145u (8th gen),intel uhd 620,4.0,DDR4,256.0,,45.0,Yes,44990.0
HP,Omen,24.8,2.57,Windows 10,15.6,No,intel core i5-7300hq (7th gen),nvidia geforce gtx 1060,8.0,DDR4,128.0,1.0,,No,99990.0
Dell,Inspiron 15,26.9,2.65,Windows 11 Home Basic,15.6,No,intel core i5-13450hx (13th gen),nvidia geforce rtx 3050,8.0,DDR5,512.0,,56.0,No,71499.0
Lenovo,Legion,19.9,2.4,Windows 11 Home Basic,16.0,No,amd octa core ryzen 7 - 7840hs,nvidia geforce rtx 4060,16.0,DDR5,512.0,,80.0,No,112190.0
HP,Victus,23.5,2.29,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 5600h,nvidia geforce rtx 3050 ti,8.0,DDR4,512.0,,,,63900.0
Asus,ROG Strix G15,27.2,2.3,Windows 11 Home Basic,15.6,No,amd octa core ryzen 9 - 6900hx,nvidia geforce rtx 3080,16.0,DDR5,1.0,,90.0,,187990.0
Asus,VivoBook 15,67.0,1.7,Windows 11 Home Basic,15.6,No,intel core i5-13500h (13th gen),intel iris xe,16.0,DDR4,512.0,,,,74990.0
HP,Pavilion Power,24.1,2.12,Windows 10 Home Basic,15.6,No,intel core i5-7300hq (7th gen),nvidia geforce gtx 1050,8.0,DDR4,,1.0,,No,73990.0
Dell,,26.9,2.57,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7-5800h,nvidia geforce rtx 3050,16.0,DDR4,512.0,,,No,82990.0
Lenovo,Legion 5 Pro,20.0,2.49,Windows 11 Home Basic,16.0,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3070 ti,32.0,DDR5,1.0,,,,279890.0
Acer,Nitro 5,26.7,2.7,Linux,15.6,No,intel core i7-8550u (8th gen),nvidia geforce mx150,8.0,DDR4,,1.0,,No,66185.0
Acer,Aspire 7,19.9,2.1,Windows 11 Home Basic,15.6,No,intel core i5-1240p (12th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,,89999.0
Acer,Spin 3,22.5,2.15,Windows 10 Home Basic,15.6,Yes,intel core i3-6100u (6th gen),intel hd 520,4.0,DDR4,,1.0,,No,34990.0
HP,Envy 14,14.7,1.2,Windows 10 Home Basic,13.3,Yes,intel core i5-10210u (10th gen),nvidia geforce mx250,8.0,DDR4,512.0,,,No,79990.0
HP,245,20.0,1.74,Windows 11 Home Basic,14.0,No,amd dual core ryzen 3 - 3250u,amd integrated,4.0,DDR4,,1.0,,,24999.0
Lenovo,,19.9,1.59,DOS,14.0,No,amd dual core athlon - 3050u,amd radeon,4.0,DDR4,,1.0,,,17990.0
HP,Omen,24.8,2.57,Windows 10,15.6,No,intel core i7-7700hq (7th gen),nvidia geforce gtx 1050,16.0,DDR4,128.0,1.0,,No,119990.0
Dell,Inspiron 14,16.3,1.5,Windows 11 Home Basic,14.0,No,intel core i5-1155g7 (11th gen),nvidia geforce mx350,16.0,DDR4,512.0,,,Yes,83990.0
Lenovo,Yoga Slim 7,14.9,1.36,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,No,84990.0
Acer,Extensa,19.0,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,,28999.0
HP,255,69.0,1.6,Windows 11 Home Basic,15.6,No,amd dual core athlon - 3050u,amd radeon athlon 3000g,4.0,DDR4,256.0,,,,23900.0
Dell,Inspiron 15,21.0,1.68,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 5625u,amd radeon,8.0,DDR4,512.0,,,No,62929.0
Lenovo,Yoga 7,77.0,1.49,Windows 11 Home Basic,14.0,Yes,amd octa core ryzen 7 - 7735u,intel integrated,16.0,LPDDR5,1.0,,,,99490.0
Lenovo,Legion 5 Pro,19.9,2.4,Windows 11 Home Basic,16.0,No,amd octa core ryzen 7 - 6800h,nvidia geforce rtx 3070,32.0,DDR5,1.0,,,,172791.0
MSI,Vector GP76,25.9,2.9,Windows 11 Home Basic,17.3,No,intel core i7-12700h,nvidia geforce rtx 3070 ti,16.0,DDR5,1.0,,,,143900.0
Asus,Zenbook 14,16.0,1.4,Windows 11 Home Basic,14.0,Yes,amd ryzen 9 5900hx,amd radeon graphics,16.0,DDR4,1.0,,63.0,Yes,134990.0
MSI,Katana GF66,,2.25,Windows 11 Home Basic,15.6,No,intel core i5-12450h (12th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,,75990.0
MSI,Bravo 15,24.9,2.35,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 7735hs,amd radeon rx6550m,16.0,DDR5,512.0,,,,75990.0
Lenovo,ThinkBook,18.9,1.7,Windows 10 Home Basic,15.0,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,No,140131.0
Lenovo,Legion 5 Pro,23.0,2.4,Windows 11 Home Basic,16.0,No,amd octa core ryzen 7 - 6800h,nvidia geforce rtx 3060,16.0,DDR5,1.0,,,,109809.0
HP,Omen,22.5,2.32,Windows 11 Home Basic,16.1,No,amd octa core ryzen 7-5800h,amd radeon rx 6600m,16.0,DDR4,1.0,,,No,86990.0
Asus,ROG Strix Scar 17,28.3,2.9,Windows 11 Home Basic,17.3,No,intel core i9-12900h (12th gen),nvidia geforce rtx 3070 ti,32.0,DDR5,1.0,,90.0,No,234990.0
Dell,Inspiron 15,23.5,1.8,Windows 11 Home Basic,15.6,No,amd dual core ryzen 3-3250u,amd radeon,8.0,DDR4,,1.0,,,37372.0
Dell,Inspiron 15,17.9,1.64,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5-5500u,amd radeon,8.0,DDR4,512.0,,,Yes,56590.0
Dell,Inspiron 15,18.0,1.65,Windows 10 Home Basic,15.6,No,intel core i5-11300h (11th gen),nvidia geforce mx450,16.0,DDR4,512.0,,,No,62499.0
Acer,Swift 5,14.9,1.0,Windows 10 Home Basic,14.0,No,intel core i5-8250u (8th gen),intel uhd 620,8.0,LPDDR3,256.0,,,Yes,77898.0
Asus,ZenBook 13,18.0,1.27,Windows 10 Home Basic,13.3,No,intel core i5-10210u (10th gen),intel uhd 620,8.0,LPDDR3,512.0,,,No,98990.0
MSI,Katana GF66,28.0,2.6,Windows 11 Home Basic,15.6,No,intel core i5-12450h (12th gen),nvidia geforce rtx 3050,16.0,DDR5,512.0,,,,54990.0
Acer,Extensa,19.0,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,,35424.0
HP,,23.0,1.78,Windows 10 Professional,15.6,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,512.0,,,,56396.0
HP,,23.8,1.86,Windows 10 Home Basic,15.6,No,intel core i5- 8250u (8th gen),intel uhd 620,8.0,DDR4,,1.0,,No,54291.0
Dell,Alienware,26.0,1.84,Windows 11 Home Basic,14.0,,intel core i7-12700h (12th gen),nvidia geforce rtx 3060,32.0,LPDDR5,1.0,,,,263986.0
