Brand,Series,Thickness,Weight,Operating System,Display Size,Display Touchscreen,Processor,Graphic Processor,RAM_Capacity_GB,RAM Type,SSD Capacity,HDD Capacity,Battery Capacity,Fingerprint scanner,Price (Rs)
Lenovo,Ideapad,25.4,2.2,Windows 10 Home Basic,15.6,No,intel core i5-7200u (7th gen),nvidia geforce 940mx,8.0,DDR4,,1.0,,No,49999.0
Lenovo,Ideapad,,2.2,DOS,15.6,No,intel core i5-7200u (7th gen),nvidia geforce 940mx,8.0,DDR4,,2.0,,No,56690.0
HP,,19.9,1.47,Windows 10 Home Basic,14.0,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,,1.0,,No,27999.0
Asus,VivoBook 15,66.0,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1220p (12th gen),intel uhd,8.0,DDR4,512.0,,,,42990.0
Dell,Inspiron 15,22.7,2.22,Windows 10 Home Basic,15.6,No,amd ryzen 5 quad core 2500u,amd radeon vega 8,8.0,DDR4,,1.0,,No,45990.0
HP,,17.9,1.69,Windows 11 Home Basic,15.6,No,intel core i5-1235u (12th gen),intel iris xe,8.0,DDR4,512.0,,41.0,,46400.0
Dell,Inspiron 15,25.4,2.2,Windows 10 Home Basic,15.6,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,,1.0,,No,34610.0
Dell,Inspiron 14,19.0,1.72,Windows 10 Home Basic,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,No,48250.0
Asus,VivoBook 15,19.9,1.8,Windows 11 Home Basic,15.6,No,amd dual core ryzen 3 - 3250u,amd radeon,8.0,DDR4,512.0,,,Yes,31339.0
Acer,Aspire,20.9,2.2,Linux,15.6,No,intel core i5-8250u (8th gen),nvidia geforce mx150,8.0,DDR4,,1.0,,No,45999.0
Dell,Vostro,20.0,1.58,Windows 10 Home Basic,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,No,41327.0
Acer,Swift 3,15.0,1.25,Windows 11 Home Basic,14.0,No,intel core i5-1240p (12th gen),intel iris xe,8.0,DDR4,512.0,,56.0,Yes,61999.0
Acer,Swift 3,15.9,1.25,Windows 11 Home Basic,14.0,No,intel core i5-1240p (12th gen),intel iris xe,8.0,LPDDR4X,512.0,,,Yes,60890.0
Lenovo,Ideapad,21.8,2.32,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 7535hs,nvidia geforce rtx 2050,16.0,DDR5,512.0,,60.0,No,57990.0
HP,,19.9,1.75,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),nvidia geforce mx350,8.0,DDR4,512.0,,,Yes,66490.0
MSI,,21.7,1.86,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce gtx 1650 ti with max-q,8.0,DDR4,512.0,,,No,83990.0
Honor,MagicBook X14,16.0,1.38,Windows 11 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel integrated,8.0,DDR4,512.0,,,Yes,41990.0
HP,,17.9,1.65,Windows 11 Home Basic,15.6,No,intel celeron dual core - n4500,intel uhd,8.0,DDR4,512.0,,,No,25999.0
Lenovo,Ideapad,22.9,2.2,DOS,15.6,No,amd dual core e2-9000,amd radeon r2,4.0,DDR4,,1.0,,No,18890.0
Apple,MacBook Air,15.6,1.25,macOS Mojave,13.3,No,intel core i5-8210y (8th gen),intel uhd 617,8.0,LPDDR3,256.0,,,Yes,104990.0
Acer,Aspire 3,20.9,2.1,Windows 10 Home Basic,15.6,No,intel pentium dual core 4417u,intel hd 610,4.0,DDR4,,1.0,,No,26749.0
Asus,Vivobook,18.0,1.4,Windows 10 Home Basic,14.0,No,intel core i3-8130u (8th gen),intel uhd 620,8.0,DDR4,256.0,1.0,,Yes,54990.0
Asus,Vivobook,18.0,1.4,Windows 10 Home Basic,14.0,No,intel core i3-8130u (8th gen),intel uhd 620,8.0,DDR4,256.0,1.0,,Yes,44990.0
Lenovo,Ideapad Flex,18.0,1.5,Windows 11 Home Basic,14.0,Yes,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,Yes,56459.0
MSI,,23.1,2.2,Windows 10 Home Basic,17.3,No,intel core i7-9750h (9th gen),nvidia geforce gtx 1650,16.0,DDR4,256.0,1.0,,No,74990.0
Apple,MacBook Pro,15.6,1.38,macOS Monterey Home Basic,13.3,No,apple m2,apple m2,8.0,LPDDR5,256.0,,,,120990.0
Lenovo,Ideapad Gaming 3i,24.0,2.2,Windows 11 Home Basic,15.6,No,intel core i5-11300h (11th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,No,65990.0
Dell,Inspiron 14,18.9,1.6,Windows 10,14.0,No,intel core i5-7200u (7th gen),nvidia geforce gtx 940mx,8.0,DDR4,,1.0,,No,63990.0
Dell,Inspiron 15,20.0,1.83,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,256.0,1.0,,No,60414.0
Dell,Vostro,23.0,1.48,Windows 11,14.0,No,intel core i3-1115g4 (11th gen),intel integrated,8.0,DDR4,512.0,,,,41490.0
HP,,18.0,1.46,Windows 11 Home Basic,14.0,No,amd octa core ryzen 7 - 5700u,amd radeon,16.0,DDR4,512.0,,,,55565.0
HP,,17.9,1.7,Windows 10 Home Basic,15.6,No,amd quad core ryzen 3 4300u,amd radeon,8.0,DDR4,256.0,,,No,33999.0
HP,,19.9,1.54,Windows 10 Home Basic,14.0,No,amd dual core a4-9125,amd radeon r3,4.0,DDR4,,1.0,,No,22409.0
HP,Victus,24.0,2.48,Windows 11 Home Basic,16.1,No,amd hexa core ryzen 5-5600h,nvidia geforce rtx 3050 ti,8.0,DDR4,512.0,,,,72990.0
Lenovo,Ideapad,20.0,1.41,Windows 11 Home Basic,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,Yes,40990.0
Dell,Inspiron 15,23.3,2.36,Windows 10 Home Basic,15.6,No,intel core i3-6006u (6th gen),intel hd 520,4.0,DDR4,,1.0,,No,37800.0
Apple,MacBook Air,15.6,1.25,macOS Mojave,13.3,No,intel core i5-8210y (8th gen),intel uhd 617,8.0,LPDDR3,256.0,,,Yes,107990.0
Asus,VivoBook 15,17.9,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1215u (12th gen),intel uhd,8.0,DDR4,512.0,,42.0,,32990.0
Asus,VivoBook 15,19.9,1.68,Windows 10 Home Basic,15.6,No,amd quad core ryzen 5 3500u,amd radeon vega 8,8.0,DDR4,256.0,1.0,,Yes,47990.0
Dell,Inspiron 14,21.6,1.9,Windows 8.1,14.0,No,intel core i5-4210u (4th gen),amd radeon hd r7 m265,4.0,DDR3,,1.0,,No,48300.0
Asus,Zenbook 14X OLED,73.0,1.4,Windows 11,14.0,Yes,intel core i5-12500h (12th gen),intel iris xe,16.0,LPDDR5,512.0,,,Yes,71999.0
HP,,17.9,1.7,Windows 10 Home Basic,15.6,Yes,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,512.0,,41.0,No,101065.0
Asus,Zenbook 14,16.9,1.39,Windows 11 Home Basic,14.0,No,intel core i5-1340p (13th gen),intel iris xe,16.0,LPDDR5,512.0,,75.0,Yes,74990.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,amd quad core a10-4655m,amd radeon hd 7620g,8.0,DDR3,,1.0,,,46490.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i5-4200u (4th gen),nvidia geforce gt 740m,4.0,DDR3,,1.0,,,39994.0
Samsung,Galaxy Book 4,15.4,1.55,Windows 11 Home Basic,15.6,No,intel core 5 - 120u (series 1),intel integrated,8.0,LPDDR4X,512.0,,54.0,Yes,67990.0
HP,Pavilion,25.4,2.25,DOS,15.6,No,amd dual-core e1-6015,amd radeon r2,4.0,DDR3,,500.0,,No,19499.0
HP,Pavilion,17.0,1.41,Windows 11 Home Basic,14.0,No,intel core i5-1235u (12th gen),intel iris xe,8.0,DDR4,512.0,,43.0,Yes,77900.0
Asus,X,30.4,1.2,DOS,11.6,No,intel celeron quad core n2930,intel hd graphics,2.0,DDR3,,500.0,,No,20599.0
HP,Pavilion,23.9,2.4,Windows 8.1,15.6,No,intel core i3-4030u,intel hd 4400,4.0,DDR3,,1.0,,No,38990.0
HP,,24.3,2.1,Windows 10,15.6,No,intel core i3-5020u (5th gen),amd radeon r5 m330,4.0,DDR3,,1.0,,No,37500.0
HP,,24.3,2.19,Windows 10,15.6,No,intel pentium quad-core n3710,intel hd,4.0,DDR3,,500.0,,No,25299.0
HP,Pavilion,22.6,2.3,Windows 8,15.6,No,intel core i5-4200u (4th gen),nvidia geforce gt 740m,4.0,DDR3,,1.0,,,49490.0
Asus,Vivobook,18.9,1.8,Windows 11 Home Basic,16.0,No,intel core i5-12450h (12th gen),nvidia geforce rtx 2050,8.0,DDR4,512.0,,50.0,Yes,57990.0
HP,Pavilion,19.8,1.12,Windows 10,10.1,Yes,intel atom quad-core x5-z8300,intel hd,2.0,DDR3,,500.0,,No,29999.0
HP,,24.3,2.19,DOS,15.6,No,intel core i3-5005u (5th gen),amd radeon r5 m430,4.0,DDR4,,1.0,,No,32190.0
Asus,ROG Strix Scar 15,27.2,2.3,Windows 11,15.6,No,amd octa core ryzen 9 - 5900hx,nvidia geforce rtx 3080,16.0,DDR4,1.0,,90.0,,277367.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i5-4200u (4th gen),nvidia geforce gt 740m,4.0,DDR3,,1.0,,,48999.0
Lenovo,,24.5,2.4,DOS,15.6,No,amd dual core a4-9125,amd radeon r3,4.0,DDR4,,1.0,45.0,No,19291.0
HP,Pavilion,23.8,2.4,Windows 8.1,15.6,No,intel core i3-4030u,intel hd 4400,4.0,DDR3,,1.0,,No,41890.0
Asus,X,31.0,2.5,DOS,15.6,No,intel celeron quad core n2930,intel hd graphics,2.0,DDR3,,500.0,,No,19600.0
Acer,Predator Helios 16,24.9,2.6,Windows 11 Home Basic,16.0,No,intel core i7-13700hx (13th gen),nvidia geforce rtx 4060,16.0,DDR5,1.0,,90.0,,129990.0
Asus,Vivobook,19.9,1.88,Windows 11 Home Basic,16.0,No,amd hexa core ryzen 5 - 7530u,amd radeon,16.0,DDR4,1.0,,,Yes,51990.0
HP,,15.4,1.47,Windows 10 Home Basic,13.3,Yes,intel core i7-8500y (8th gen),intel uhd 615,8.0,DDR4,256.0,,,No,151818.0
HP,,24.3,2.1,Windows 10,15.6,No,intel core i3-5005u (5th gen),intel hd 5500,4.0,DDR3,,1.0,,No,26297.0
Asus,X,31.7,2.3,DOS,15.6,No,intel core i3-3217u (3rd gen),nvidia geforce gt 720m,4.0,DDR3,,500.0,,No,29550.0
HP,,24.5,2.46,Windows 10 Home Basic,17.3,Yes,intel core i5-8265u (8th gen),intel uhd 620,8.0,DDR4,256.0,,,No,113948.0
Dell,Inspiron 15,18.9,1.63,Windows 11 Home Basic,15.6,No,amd quad core ryzen 3 - 7320u,amd radeon,8.0,LPDDR5,512.0,,41.0,No,29990.0
Asus,X,31.7,2.3,DOS,15.6,No,intel core i5-4200u (4th gen),nvidia geforce gt 820m,4.0,DDR3,,1.0,,No,38750.0
Lenovo,Ideapad,19.9,1.85,Windows 10 Home Basic,15.6,No,amd dual core ryzen 3 3200u,amd radeon vega 3,8.0,DDR4,256.0,,,No,28490.0
HP,ENVY 15,26.6,2.4,Windows 8.1,15.6,No,intel core i7-4510u,nvidia geforce gtx 850m,8.0,DDR3,,1.0,,No,72990.0
Asus,Zenbook 14,16.0,1.45,Windows 10 Home Basic,14.0,No,intel core i5-8265u (8th gen),intel uhd 620,8.0,LPDDR3,256.0,,,Yes,164170.0
Lenovo,IdeaPad Gaming 3,21.8,2.32,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 7535hs,nvidia geforce rtx 3050,16.0,DDR5,512.0,,60.0,,66250.0
HP,,24.3,2.19,Windows 10,15.6,No,intel core i3-5005u (5th gen),amd radeon r5 m430,4.0,DDR4,,1.0,,No,33627.0
HP,ENVY TouchSmart 15,29.9,2.5,Windows 8.1,15.6,Yes,intel core i7-4700mq (4th gen),nvidia geforce gt 740m,8.0,DDR3,,1.0,,,82990.0
Asus,EeeBook,25.6,2.0,DOS,11.6,No,intel celeron dual core n3060,intel hd graphics,2.0,DDR3,,500.0,,No,21000.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i3-4010u (4th gen),amd radeon hd 8670m,4.0,DDR3,,500.0,,No,38990.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i5-4200u (4th gen),amd radeon hd 8670m,4.0,DDR3,,1.0,,No,45990.0
Acer,Swift 3,17.9,1.5,Linux,14.0,No,intel core i3-6006u (6th gen),intel hd 520,4.0,DDR4,128.0,,,Yes,36999.0
HP,Pavilion,25.4,2.2,DOS,15.6,No,intel core i5-5200u (5th gen),intel hd 5500,4.0,DDR3,,1.0,,No,39890.0
HP,Pavilion,21.4,1.7,Windows 8.1,13.3,No,intel core i5-4210u,intel hd 4400,4.0,DDR3,,1.0,,No,45890.0
Samsung,Galaxy Book 4 Pro,11.6,1.23,Windows 11 Home Basic,14.0,Yes,intel core ultra 5 - 125h,intel arc,16.0,LPDDR5X,512.0,,63.0,Yes,151789.0
MSI,GF63 Thin,80.0,1.8,Windows 11 Home Basic,15.6,No,intel core i5-11260h (11th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,,53990.0
Asus,ROG Strix Hero III,24.9,2.57,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce gtx 1660 ti,16.0,DDR4,256.0,1.0,,No,139990.0
HP,Chromebook,17.9,1.8,Google Chrome,15.6,Yes,intel core i3-8130u (8th gen),intel hd 620,4.0,DDR4,,,41.0,No,77154.0
HP,Pavilion TouchSmart 15,29.8,2.8,Windows 8.1,15.6,Yes,intel core i3-3110m (3rd gen),intel hd 4000,4.0,DDR3,,500.0,,No,39290.0
Asus,TUF Gaming F17,24.8,2.6,Windows 11 Home Basic,17.3,No,intel core i5-11400h (11th gen),nvidia geforce rtx 2050,16.0,DDR4,512.0,,,,49490.0
Acer,Nitro 5,25.9,2.3,Windows 10 Home Basic,15.6,No,amd quad core ryzen 7 3750h,nvidia geforce gtx 1650,8.0,DDR4,256.0,1.0,,No,66890.0
HP,Pavilion,23.9,2.2,Windows 8.1,15.6,No,intel core i5-5200u (5th gen),nvidia geforce 830m,4.0,DDR3,,1.0,,No,49990.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i3-3217u (3rd gen),intel hd 4000,4.0,DDR3,,500.0,,,36990.0
Dell,G15,26.9,2.81,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 7640hs,nvidia geforce rtx 3050,8.0,DDR5,512.0,,56.0,,69990.0
HP,,23.7,1.7,Windows 10 Home Basic,14.0,No,intel core i3-6006u (6th gen),intel hd 520,4.0,DDR4,,1.0,,No,29990.0
Lenovo,Legion,25.7,2.4,Windows 11 Home Basic,15.6,No,intel core i5-11400h (11th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,No,90490.0
HP,Pavilion,23.8,2.2,Windows 8.1,15.6,No,intel core i5-5200u (5th gen),nvidia geforce 830m,8.0,DDR3,,1.0,,No,53811.0
Lenovo,,17.9,1.5,Windows 11 Home Basic,14.0,No,intel core i5-1235u (12th gen),intel uhd,8.0,DDR4,512.0,,,Yes,46885.0
MSI,Cyborg 15,22.9,1.98,Windows 11 Home Basic,15.6,No,intel core i5-12450h (12th gen),nvidia geforce rtx 2050,16.0,DDR5,512.0,,53.5,No,55990.0
Asus,X,36.5,2.1,DOS,15.6,No,intel celeron quad-core n2940,intel hd graphics,2.0,DDR3,,500.0,,No,19499.0
HP,Pavilion,23.9,2.2,Windows 8.1,15.6,No,intel core i5-5200u (5th gen),nvidia geforce 830m,8.0,DDR3,,1.0,,No,52990.0
Dell,Inspiron 15,21.0,1.65,Windows 11 Home Basic,15.6,No,intel core i5-1235u (12th gen),intel uhd,8.0,DDR4,256.0,1.0,,No,50499.0
Asus,R,25.8,2.4,Windows 10,15.6,No,intel core i5-6200u (6th gen),nvidia geforce 930mx,4.0,DDR4,,1.0,,No,45274.0
HP,Pavilion,22.5,2.03,Windows 8.1,14.0,No,intel core i5-4200u (4th gen),nvidia geforce gt 740m,4.0,DDR3,,1.0,,,51784.0
Asus,TUF Gaming F15,31.0,2.2,Windows 11 Home Basic,15.6,No,intel core i5-12500h (12th gen),nvidia geforce rtx 3050,8.0,DDR4,512.0,,,,70990.0
HP,250,19.9,1.74,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,,1.0,,No,43999.0
Lenovo,Ideapad Yoga,21.5,1.8,Windows 10,14.0,Yes,intel core i5-5200u (5th gen),intel hd,4.0,DDR3,8.0,500.0,,No,61390.0
Asus,VivoBook S15 OLED,17.9,1.7,Windows 11 Home Basic,15.6,No,intel core i5-13500h (13th gen),intel iris xe,16.0,LPDDR5,1.0,,75.0,Yes,80990.0
HP,,23.8,1.86,DOS,15.6,No,intel core i3-6006u (6th gen),amd radeon hd 520,8.0,DDR4,,2.0,,No,37490.0
HP,Pavilion,25.6,2.3,Windows 8.1,15.6,Yes,intel pentium quad core n3530,intel hd,4.0,DDR3,,500.0,41.0,No,75279.0
HP,Pavilion,26.7,2.3,Windows 8.1,15.6,No,intel core i7-5500u (5th gen),nvidia geforce gtx 850m,8.0,DDR3,,1.0,,Yes,77490.0
Asus,ROG Zephyrus G14,19.9,1.7,Windows 10 Home Basic,14.0,No,amd octa core ryzen 9 5900hs,nvidia geforce rtx 3060,16.0,DDR4,1.0,,76.0,"Yes, Anti-fingerprint Deck",164990.0
Asus,Vivobook,19.9,1.88,Windows 11 Home Basic,16.0,No,amd octa core ryzen 7 - 7730u,amd radeon,16.0,DDR4,512.0,,,Yes,54990.0
HP,Pavilion Plus,17.5,1.38,Windows 11 Home Basic,14.0,No,intel core i5 - 1335u (13th gen),intel iris xe,16.0,LPDDR5X,512.0,,68.0,,77990.0
Asus,EeeBook,21.0,1.2,DOS,11.6,No,intel celeron dual-core n3050,intel hd,2.0,DDR3,,500.0,,No,17500.0
Avita,Pura,19.0,1.34,Windows 10 Home Basic,14.0,No,amd dual core a6-9220e,amd radeon r4,8.0,DDR4,256.0,,,No,33490.0
Asus,Zenbook 14,13.9,1.17,Windows 10 Home Basic,14.0,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,LPDDR4X,512.0,,,No,58990.0
HP,Omen,27.0,3.21,Windows 10 Home Basic,17.3,No,intel core i7-9750h (9th gen),nvidia geforce rtx 2080,16.0,DDR4,512.0,,70.0,No,499373.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i3-4010u (4th gen),intel hd 4400,4.0,DDR3,,500.0,,No,36390.0
Lenovo,Ideapad,17.9,1.55,Windows 10 Home Basic,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,37990.0
MSI,,18.1,1.3,Windows 10 Home Basic,14.0,No,intel core i7-1165g7 (11th gen),nvidia geforce mx450,8.0,DDR4,512.0,,,No,61990.0
Lenovo,Thinkpad,20.5,1.77,Windows 10 Home Basic,14.0,Yes,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,128.0,1.0,,No,59990.0
Asus,VivoBook Pro 15,20.0,1.8,Windows 11 Home Basic,15.6,No,intel core i5-12450h (12th gen),nvidia geforce rtx 3050 ti,16.0,LPDDR5,512.0,,70.0,,71039.0
Asus,X,31.7,2.3,Windows 8.1,15.6,No,intel core i5-4200u (4th gen),nvidia geforce gt 820m,4.0,DDR3,,500.0,,No,40400.0
MSI,Modern 14,19.3,1.4,Windows 11 Home Basic,14.0,No,intel core i3-1215u (12th gen),intel uhd,8.0,DDR4,256.0,,39.3,,54990.0
Asus,Transformer book,13.9,0.6,Windows 8.1,10.1,Yes,intel atom quad-core z3745,intel hd 4000,2.0,DDR3,32.0,500.0,,No,21900.0
Asus,TUF Gaming A15,24.0,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 5800h,nvidia geforce rtx 3060,16.0,DDR4,1.0,,90.0,No,122990.0
Asus,ROG Strix Scar 15,27.2,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3080,32.0,DDR4,1.0,,90.0,No,229990.0
Lenovo,ThinkPad P14s,,1.34,Windows 11 Professional,14.0,No,intel core i7-1360p (13th gen),intel uhd,16.0,DDR5,1.0,,52.5,,110990.0
Asus,VivoBook 16,19.9,1.88,Windows 11 Home Basic,16.0,No,intel core i7-13700h (13th gen),intel iris xe,16.0,DDR4,512.0,,42.0,Yes,72990.0
Asus,ROG Strix Scar 15,27.2,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3080,16.0,DDR4,1.0,,90.0,No,259990.0
MSI,Pulse GL66,23.9,2.25,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,53.5,No,129000.0
Dell,Inspiron 15,,1.62,Windows 11 Home Basic,15.6,No,intel core i7-1355u (13th gen),intel uhd,16.0,DDR4,512.0,,54.0,Yes,67490.0
MSI,,23.4,2.38,Windows 10 Home Basic,15.6,No,intel core i7-10870h (10th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,No,154990.0
MSI,Titan GT77,23.0,3.3,Windows 11 Home Basic,17.3,No,intel core i9-13980hx (13th gen),nvidia geforce rtx 4090,64.0,DDR5,4.0,,99.0,,499990.0
HP,240,19.9,1.47,Windows 11 Professional,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,No,33291.0
Dell,Inspiron 14,21.0,1.68,Windows 10 Home Basic,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,256.0,,,No,42315.0
HP,Pavilion,21.3,1.7,Windows 8.1,13.3,No,intel core i3-5010u (5th gen),intel hd 5500,4.0,DDR3,,1.0,,No,41890.0
Asus,ROG Zephyrus G14,17.9,1.6,Windows 10 Home Basic,14.0,No,amd octa core ryzen 7 5800hs,nvidia geforce rtx 3060,16.0,DDR4,1.0,,,No,202990.0
Lenovo,,35.5,2.6,DOS,15.3,No,intel core i5-2450m (2nd gen),ati mobility radeon hd 6370m,4.0,DDR3,,500.0,,No,40676.0
HP,,24.0,2.1,DOS,15.6,No,intel core i3-6006u (6th gen),intel hd 620,8.0,DDR4,,1.0,,No,30570.0
Lenovo,Ideapad,,1.89,Windows 11 Home Basic,16.0,No,intel core i7-13700h (13th gen),intel iris xe,16.0,LPDDR5,1.0,,,,80190.0
Asus,ROG Zephyrus G14,20.0,1.7,Windows 10 Home Basic,14.0,No,amd octa core ryzen 9 5900hs,nvidia geforce rtx 3050 ti,16.0,DDR4,1.0,,,No,137990.0
Acer,Aspire E,21.2,1.25,Windows 8.1,11.6,No,intel celeron dual-core n3050,intel hd,2.0,DDR3,,500.0,,No,18688.0
Asus,Vivobook 16X,18.9,1.8,Windows 11 Home Basic,16.0,No,intel core i5-12500h (12th gen),nvidia geforce rtx 3050,16.0,DDR4,1.0,,50.0,Yes,64990.0
MSI,,15.9,1.29,Windows 10 Home Basic,14.0,No,intel core i7-1185g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,,89990.0
Acer,Aspire,23.0,2.4,Windows 10 Home Basic,15.6,No,intel pentium quad core n4200,intel hd 505,4.0,DDR3,,1.0,,No,27999.0
HP,Chromebook,18.8,1.34,Google Chrome,11.6,No,mediatek mt8183,arm mali - g72 mp3,4.0,LPDDR4X,,,47.0,,11990.0
Asus,Vivobook 16X,18.9,1.8,Windows 11 Home Basic,16.0,No,intel core i5-12500h (12th gen),nvidia geforce rtx 2050,16.0,DDR4,512.0,,50.0,Yes,59990.0
Asus,ROG Flow X13,15.8,1.3,Windows 10 Home Basic,13.4,No,amd octa core ryzen 7 5800hs,nvidia geforce gtx 1650,16.0,LPDDR4X,1.0,,62.0,No,96000.0
HP,Envy 14,19.9,1.59,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),nvidia geforce gtx 1650 ti,16.0,DDR4,1.0,,,No,78999.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i3-4005u,intel hd 4400,4.0,DDR3,,500.0,,No,35990.0
Asus,ROG Strix Scar 15,23.0,2.3,Windows 11 Home Basic,15.6,No,intel core i9-12900h (12th gen),nvidia geforce rtx 3070 ti,32.0,DDR5,1.0,,,,189990.0
Asus,X,25.4,2.2,DOS,15.6,No,intel pentium quad core n3710,intel hd graphics,4.0,DDR3,,500.0,,No,24000.0
MSI,,22.0,2.2,DOS,15.6,No,intel core i7-7700hq (7th gen),nvidia geforce mx 150,8.0,DDR4,,1.0,,No,73462.0
Asus,VivoBook 15,23.0,1.9,Windows 10 Home Basic,15.6,No,amd dual core ryzen 3 3250u,amd radeon vega 8,4.0,DDR4,256.0,,,Yes,29990.0
Asus,ROG Strix G15,24.7,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 4800h,nvidia geforce rtx 3050,8.0,DDR4,512.0,,,No,85990.0
Asus,ROG Strix Scar 15,22.6,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3080,32.0,DDR4,2.0,,,No,262990.0
Asus,VivoBook 15,65.0,1.7,Windows 11 Home Basic,15.6,No,intel core i5 - 12500h (12th gen),intel iris xe,16.0,DDR4,512.0,,45.0,,54490.0
Asus,TUF Gaming F15,10.3,2.2,Windows 11 Home Basic,15.6,No,intel core i7-13700h (13th gen),nvidia geforce rtx 4050,16.0,DDR4,1.0,,,,116500.0
Asus,ROG Zephyrus Duo 15,20.9,2.48,Windows 10 Home Basic,15.6,No,intel core i7-10875h (10th gen),nvidia geforce rtx 2070 super with max-q design,32.0,DDR4,2.0,,,No,299890.0
Dell,G16,25.6,2.99,Windows 11 Home Basic,16.0,No,intel core i9-13900hx (13th gen),nvidia geforce rtx 4060,16.0,DDR5,1.0,,86.0,,149900.0
HP,Pavilion,17.9,1.6,Windows 10 Home Basic,14.0,No,intel core i5-8265u (8th gen),intel uhd 620,8.0,DDR4,256.0,,,No,70590.0
HP,Pavilion,23.9,2.3,Windows 10 Home Basic,15.6,Yes,intel core i5-6200u (6th gen),nvidia geforce 930m,8.0,DDR3,,1.0,,No,69160.0
Asus,VivoBook 15,22.9,1.9,Windows 10 Home Basic,15.6,No,intel core i5-8265u (8th gen),intel uhd 620,8.0,DDR4,,1.0,,Yes,44990.0
Lenovo,,,,Windows 10 Home Basic,15.6,No,amd dual core a6-9210,amd radeon r4,4.0,DDR4,,1.0,,No,24500.0
HP,240,23.9,1.79,DOS,14.0,No,intel core i3-5005u (5th gen),intel hd 5500,4.0,DDR3,,500.0,,No,25990.0
Thomson,Neo,20.9,1.3,Windows 11 Home Basic,14.1,No,intel celeron dual core - n4020,intel uhd,4.0,LPDDR4,128.0,,,No,16990.0
Lenovo,ThinkPad P15v,,2.26,Windows 11 Professional,15.6,No,amd octa core ryzen 7 - 6850h,nvidia t600,32.0,DDR5,1.0,,68.0,,108000.0
Asus,ROG Strix G15,24.7,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 4800h,nvidia geforce rtx 3050,8.0,DDR4,1.0,,,No,92990.0
Asus,ROG Zephyrus G15,19.9,1.9,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hs,nvidia geforce rtx 3060,16.0,DDR4,1.0,,,No,107000.0
